Tipo 1,Tipo 2,Tipo 3,Patogeno
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,55,54,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,56,53,59,56,62,66,50,62,59
53,57,52,59,56,62,66,50,62,59
53,57,52,59,56,62,66,50,62,59
53,57,52,59,56,62,66,50,62,59
53,57,52,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,51,59,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,50,60,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
53,58,49,61,56,62,66,50,62,59
