Tipo 1,Tipo 2,Tipo 3,Patogeno
64,56,22,54
64,56,22,54
61,56,22,57
62,57,22,55
61,57,23,55
61,57,23,55
61,58,24,53
63,58,25,50
64,59,24,49
65,59,25,47
65,59,25,47
66,60,27,43
66,61,27,42
66,60,27,43
67,60,27,42
67,60,27,42
68,59,27,42
70,58,27,41
69,57,28,42
68,56,28,44
68,56,29,43
70,57,29,40
68,58,29,41
70,56,29,41
70,56,29,41
70,56,31,39
71,56,31,38
70,56,31,39
70,56,31,39
71,57,30,38
71,57,29,39
71,58,29,38
71,60,29,36
71,60,29,36
71,59,29,37
71,59,29,37
71,60,28,37
70,60,28,38
70,62,28,36
69,62,28,37
69,62,28,37
70,62,28,36
70,61,28,37
71,61,28,36
72,62,28,34
72,62,28,34
72,62,28,34
73,62,28,33
73,62,28,33
75,62,28,31
75,63,29,29
75,64,29,28
75,64,29,28
74,64,29,29
74,64,29,29
74,64,29,29
75,64,29,28
74,64,30,28
75,64,30,27
75,64,30,27
74,64,30,28
74,63,30,29
74,63,30,29
74,63,30,29
73,63,29,31
72,62,29,33
72,62,29,33
72,62,29,33
72,62,29,33
71,62,29,34
70,62,29,35
70,62,29,35
71,63,29,33
71,63,29,33
71,61,29,35
71,62,28,35
72,62,28,34
72,62,28,34
71,61,27,37
72,60,27,37
72,60,28,36
71,60,28,37
71,59,30,36
72,60,30,34
72,60,30,34
72,60,30,34
72,60,29,35
72,60,30,34
72,60,28,36
73,60,28,35
73,59,29,35
74,59,29,34
74,59,29,34
73,59,29,35
73,60,29,34
73,61,29,33
73,62,29,32
74,61,28,33
75,61,28,32
75,62,28,31
75,62,28,31
75,63,29,29
75,63,30,28
74,63,30,29
74,64,30,28
75,65,30,26
74,65,30,27
75,65,31,25
75,64,31,26
75,62,31,28
75,62,31,28
75,62,31,28
76,63,31,26
77,63,31,25
77,63,31,25
77,63,31,25
76,63,31,26
76,63,31,26
76,64,31,25
75,64,31,26
75,64,31,26
74,64,31,27
73,64,31,28
73,65,31,27
73,65,31,27
73,65,31,27
73,64,31,28
73,64,31,28
72,64,31,29
72,64,31,29
73,65,31,27
73,65,31,27
73,66,31,26
73,67,31,25
73,67,31,25
73,67,31,25
73,67,31,25
73,67,31,25
72,68,31,25
72,67,31,26
72,67,31,26
72,69,31,24
72,70,31,23
71,70,31,24
71,70,31,24
72,70,32,22
72,70,32,22
72,70,32,22
72,70,32,22
72,72,33,19
72,71,33,20
72,72,33,19
72,72,33,19
72,72,33,19
72,72,33,19
72,72,33,19
72,72,33,19
72,72,33,19
73,73,33,17
74,73,33,16
74,73,33,16
74,73,33,16
74,73,34,15
74,73,34,15
74,73,35,14
74,73,36,13
74,73,36,13
74,73,36,13
74,73,36,13
74,73,36,13
74,74,36,12
75,74,36,11
75,74,36,11
74,74,36,12
74,74,36,12
74,74,36,12
74,74,36,12
74,74,36,12
74,74,36,12
75,75,36,10
75,75,36,10
75,75,36,10
75,75,36,10
75,75,36,10
75,75,36,10
75,75,38,8
76,75,38,7
76,75,38,7
76,75,38,7
76,75,38,7
76,75,38,7
76,75,38,7
76,75,38,7
76,75,38,7
76,75,38,7
75,74,38,9
75,74,38,9
75,74,38,9
75,73,38,10
75,73,38,10
75,73,38,10
75,72,39,10
75,72,39,10
76,72,39,9
77,72,40,7
77,72,40,7
77,72,40,7
77,72,40,7
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
76,73,40,7
76,73,40,7
76,73,40,7
76,73,40,7
76,73,40,7
76,73,40,7
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
77,73,40,6
78,73,40,5
79,73,40,4
79,74,40,3
79,74,40,3
79,74,40,3
79,74,40,3
79,74,40,3
79,74,40,3
79,74,40,3
79,74,40,3
79,74,40,3
79,75,40,2
79,75,40,2
79,75,40,2
80,75,40,1
80,75,40,1
79,75,40,2
79,75,40,2
80,75,40,1
80,75,40,1
80,75,40,1
80,75,40,1
80,75,40,1
80,75,40,1
80,75,40,1
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
80,76,40,0
