Tipo 1,Tipo 2,Tipo 3,Patogeno
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,108,120,123,131
94,108,120,123,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,108,121,122,131
94,108,121,122,131
94,109,121,121,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,109,122,121,131
93,110,122,120,131
93,110,122,120,131
93,110,122,120,131
93,110,122,120,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,122,119,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
94,110,121,120,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,120,122,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,110,121,121,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
93,109,121,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
94,109,120,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
95,109,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
94,110,119,122,131
95,110,118,122,131
95,110,118,122,131
95,110,118,122,131
95,110,118,122,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,111,118,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,111,119,120,131
95,111,119,120,131
95,111,119,120,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,110,119,121,131
95,109,120,121,131
95,109,120,121,131
95,109,120,121,131
95,109,120,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,108,121,122,131
94,108,121,122,131
94,108,121,122,131
94,108,121,122,131
94,108,121,122,131
94,108,121,122,131
94,108,121,122,131
94,108,121,122,131
94,108,121,122,131
94,108,121,122,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
94,109,121,121,131
93,109,122,121,131
93,109,122,121,131
93,108,123,121,131
92,108,123,122,131
92,108,123,122,131
92,108,123,122,131
92,108,123,122,131
92,108,123,122,131
92,108,123,122,131
92,108,124,121,131
92,108,124,121,131
92,108,124,121,131
92,108,124,121,131
91,108,125,121,131
91,108,125,121,131
91,108,125,121,131
91,108,125,121,131
91,108,125,121,131
91,108,125,121,131
91,108,125,121,131
91,108,125,121,131
91,108,125,121,131
91,108,125,121,131
91,107,126,121,131
91,107,126,121,131
91,107,126,121,131
91,107,126,121,131
91,107,126,121,131
91,107,126,121,131
91,107,126,121,131
91,107,126,121,131
91,107,126,121,131
91,107,126,121,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
91,107,127,120,131
90,107,127,121,131
90,107,127,121,131
90,108,127,120,131
90,108,128,119,131
90,108,128,119,131
90,108,128,119,131
90,108,128,119,131
90,107,128,120,131
90,107,128,120,131
90,107,128,120,131
90,107,128,120,131
90,107,128,120,131
90,107,128,120,131
90,107,128,120,131
90,106,129,120,131
91,106,129,119,131
91,106,129,119,131
91,106,129,119,131
91,106,129,119,131
91,106,129,119,131
92,106,129,118,131
92,106,129,118,131
92,106,129,118,131
92,106,129,118,131
92,106,129,118,131
92,106,129,118,131
92,106,129,118,131
92,106,129,118,131
92,106,129,118,131
92,106,130,117,131
92,106,130,117,131
92,106,130,117,131
92,107,129,117,131
92,107,129,117,131
92,107,129,117,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,107,129,118,131
91,108,128,118,131
91,108,129,117,131
91,108,129,117,131
91,108,129,117,131
91,108,129,117,131
91,108,129,117,131
91,108,128,118,131
91,108,128,118,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
91,108,127,119,131
92,107,127,119,131
93,107,127,118,131
93,107,127,118,131
93,107,127,118,131
93,107,127,118,131
93,108,126,118,131
93,108,126,118,131
93,108,126,118,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,127,117,131
93,108,128,116,131
93,108,128,116,131
93,108,128,116,131
93,108,128,116,131
93,108,128,116,131
93,108,128,116,131
93,108,129,115,131
93,108,129,115,131
93,108,129,115,131
94,108,129,114,131
94,108,129,114,131
93,109,129,114,131
93,109,129,114,131
93,109,129,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,128,114,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,127,115,131
93,110,126,116,131
93,110,126,116,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,124,118,131
93,110,125,117,131
93,110,125,117,131
93,110,125,117,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,125,118,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,109,126,117,131
93,110,126,116,131
93,110,126,116,131
93,110,126,116,131
93,110,126,116,131
93,110,126,116,131
93,110,126,116,131
92,110,126,117,131
92,110,126,117,131
92,110,126,117,131
92,111,126,116,131
92,111,126,116,131
92,111,126,116,131
92,111,126,116,131
93,111,125,116,131
93,111,125,116,131
93,111,125,116,131
93,111,125,116,131
93,111,125,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
93,112,124,116,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,124,115,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
94,112,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
93,113,123,116,131
92,113,123,117,131
92,113,123,117,131
92,113,123,117,131
92,113,123,117,131
92,113,123,117,131
92,113,123,117,131
92,113,123,117,131
92,113,123,117,131
92,114,123,116,131
92,114,123,116,131
92,114,123,116,131
92,114,123,116,131
92,114,123,116,131
92,114,123,116,131
92,114,123,116,131
92,114,123,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,114,122,116,131
93,115,122,115,131
93,115,122,115,131
93,115,122,115,131
93,115,122,115,131
93,115,122,115,131
93,115,122,115,131
93,115,122,115,131
93,115,122,115,131
93,115,122,115,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,123,113,131
93,116,123,113,131
93,116,123,113,131
93,116,123,113,131
93,116,123,113,131
93,116,123,113,131
93,116,123,113,131
93,116,123,113,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,116,122,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
93,117,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,116,121,114,131
94,115,121,115,131
94,115,121,115,131
94,115,121,115,131
94,115,121,115,131
95,115,120,115,131
95,115,120,115,131
95,115,120,115,131
95,115,120,115,131
95,115,120,115,131
95,115,120,115,131
95,115,120,115,131
95,114,121,115,131
95,114,121,115,131
95,114,121,115,131
95,114,121,115,131
95,114,121,115,131
95,114,121,115,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
95,114,120,116,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
94,114,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
93,115,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,120,117,131
92,116,119,118,131
92,116,119,118,131
92,116,119,118,131
92,116,119,118,131
92,116,119,118,131
92,116,119,118,131
92,116,119,118,131
92,116,119,118,131
92,116,119,118,131
92,116,119,118,131
92,117,119,117,131
92,117,119,117,131
92,117,119,117,131
92,117,119,117,131
91,117,119,118,131
91,117,119,118,131
91,117,119,118,131
91,117,119,118,131
91,117,119,118,131
91,117,119,118,131
91,117,120,117,131
91,117,120,117,131
92,117,120,116,131
92,117,120,116,131
92,117,120,116,131
92,117,120,116,131
92,117,120,116,131
92,117,120,116,131
92,117,120,116,131
92,117,120,116,131
92,117,120,116,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,118,120,115,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,119,120,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
91,120,119,115,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,119,114,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,118,115,131
92,120,119,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,121,120,113,131
91,121,120,113,131
91,121,120,113,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
91,120,120,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,120,121,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,119,122,114,131
90,120,122,113,131
90,120,123,112,131
90,120,123,112,131
90,120,123,112,131
90,120,123,112,131
90,120,123,112,131
90,120,123,112,131
90,120,123,112,131
90,120,123,112,131
89,121,123,112,131
89,121,123,112,131
89,121,123,112,131
89,121,123,112,131
89,121,123,112,131
89,121,123,112,131
89,121,123,112,131
89,121,123,112,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
89,120,123,113,131
