Tipo 1,Tipo 2,Tipo 3,Patogeno
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,121,109,114
123,109,120,110,114
124,109,120,109,114
125,109,119,109,114
125,109,119,109,114
125,109,119,109,114
125,109,119,109,114
125,109,119,109,114
125,109,119,109,114
125,109,119,109,114
125,109,119,109,114
126,109,118,109,114
126,109,118,109,114
126,109,118,109,114
126,109,118,109,114
126,109,118,109,114
126,109,118,109,114
126,109,118,109,114
126,109,118,109,114
126,109,118,109,114
126,109,118,109,114
127,109,118,108,114
127,109,118,108,114
127,109,118,108,114
127,109,118,108,114
127,109,118,108,114
127,109,118,108,114
127,109,117,109,114
127,109,117,109,114
126,109,117,110,114
126,109,117,110,114
126,109,117,110,114
126,109,117,110,114
125,109,117,111,114
125,109,117,111,114
125,109,117,111,114
125,109,117,111,114
125,109,117,111,114
125,109,117,111,114
125,109,117,111,114
125,109,117,111,114
125,109,117,111,114
125,109,117,111,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,116,113,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,108,117,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,115,113,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
125,109,116,112,114
126,109,116,111,114
126,109,116,111,114
126,109,116,111,114
127,108,116,111,114
127,108,116,111,114
127,108,116,111,114
127,108,116,111,114
127,108,116,111,114
127,108,116,111,114
127,108,116,111,114
128,108,116,110,114
128,108,116,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
127,109,116,110,114
127,109,116,110,114
127,109,116,110,114
127,109,116,110,114
127,109,116,110,114
127,109,116,110,114
127,109,116,110,114
127,109,116,110,114
127,110,116,109,114
127,110,116,109,114
127,110,116,109,114
127,110,116,109,114
127,110,116,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
127,109,117,109,114
126,109,117,110,114
126,109,117,110,114
126,109,117,110,114
126,109,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,117,110,114
127,108,116,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
127,109,115,111,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,109,115,110,114
128,108,115,111,114
128,108,115,111,114
128,108,115,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
129,108,114,111,114
128,109,114,111,114
128,109,114,111,114
128,109,114,111,114
128,109,114,111,114
128,109,114,111,114
128,109,114,111,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
128,108,114,112,114
129,108,113,112,114
129,108,113,112,114
129,108,113,112,114
129,108,113,112,114
129,108,113,112,114
129,108,113,112,114
129,108,113,112,114
129,108,113,112,114
129,108,113,112,114
129,107,114,112,114
129,107,114,112,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
128,107,114,113,114
128,107,114,113,114
128,107,113,114,114
128,107,113,114,114
128,107,113,114,114
128,107,113,114,114
128,107,113,114,114
128,107,113,114,114
128,107,113,114,114
128,107,113,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
128,106,114,114,114
129,106,113,114,114
129,106,113,114,114
129,106,113,114,114
129,106,113,114,114
129,106,113,114,114
129,106,113,114,114
129,106,113,114,114
129,106,113,114,114
129,106,113,114,114
129,106,113,114,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
129,107,113,113,114
128,107,113,114,114
128,107,113,114,114
128,107,113,114,114
128,108,112,114,114
128,108,112,114,114
128,108,112,114,114
128,108,112,114,114
129,108,111,114,114
129,108,111,114,114
129,108,111,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
129,107,112,114,114
128,107,112,115,114
128,107,112,115,114
128,108,112,114,114
128,107,112,115,114
128,107,112,115,114
128,107,112,115,114
128,107,112,115,114
128,107,112,115,114
128,106,112,116,114
128,106,112,116,114
128,106,112,116,114
128,105,113,116,114
128,105,113,116,114
128,105,113,116,114
128,105,113,116,114
128,105,113,116,114
128,105,113,116,114
128,105,113,116,114
128,105,113,116,114
128,104,113,117,114
128,104,113,117,114
128,104,113,117,114
128,104,113,117,114
128,104,113,117,114
128,104,113,117,114
128,104,113,117,114
128,104,113,117,114
