Tipo 1,Tipo 2,Tipo 3,Patogeno
70,74,35,14
70,74,35,14
68,75,36,14
67,75,36,15
67,76,37,13
67,76,37,13
67,76,37,13
67,76,37,13
67,76,37,13
67,76,37,13
67,76,37,13
67,76,37,13
67,76,37,13
67,77,37,12
67,77,37,12
67,77,37,12
67,77,37,12
66,77,37,13
65,77,37,14
65,77,37,14
65,76,37,15
65,77,37,14
66,77,36,14
65,78,35,15
66,78,34,15
66,78,34,15
66,78,34,15
66,78,34,15
65,79,34,15
65,79,34,15
66,78,34,15
67,78,34,14
67,78,34,14
66,78,34,15
66,78,34,15
66,78,34,15
66,78,33,16
66,77,33,17
66,77,33,17
65,77,33,18
64,78,33,18
64,78,33,18
64,79,33,17
64,79,33,17
64,79,33,17
64,79,33,17
64,79,33,17
64,79,34,16
64,79,34,16
64,79,34,16
64,79,33,17
64,79,33,17
63,78,33,19
63,77,33,20
63,78,33,19
63,78,33,19
64,78,33,18
64,78,33,18
64,78,33,18
65,79,32,17
66,79,31,17
66,79,31,17
66,79,31,17
66,79,31,17
66,79,31,17
66,79,31,17
66,79,31,17
64,80,31,18
64,81,31,17
64,81,31,17
63,81,31,18
63,82,31,17
63,82,32,16
62,83,32,16
62,83,32,16
63,82,31,17
63,83,31,16
63,83,31,16
63,83,31,16
64,83,30,16
64,83,30,16
64,84,30,15
66,84,29,14
66,84,29,14
66,84,29,14
66,84,29,14
66,84,29,14
68,84,29,12
68,84,29,12
69,84,29,11
69,84,29,11
69,84,29,11
69,84,29,11
69,84,29,11
69,84,29,11
69,84,29,11
69,85,29,10
68,85,29,11
69,85,29,10
69,84,29,11
69,84,29,11
69,84,29,11
69,84,29,11
69,84,29,11
69,84,29,11
69,84,30,10
68,84,30,11
69,84,30,10
69,84,30,10
69,84,30,10
69,84,30,10
69,84,30,10
69,85,30,9
69,85,30,9
69,85,30,9
69,85,30,9
69,85,30,9
67,87,30,9
66,87,30,10
66,87,30,10
66,87,30,10
65,88,30,10
65,88,30,10
64,89,30,10
63,90,30,10
63,90,30,10
62,90,30,11
62,90,30,11
62,90,30,11
62,90,30,11
61,90,30,12
61,90,30,12
61,90,30,12
61,90,30,12
60,90,30,13
60,90,30,13
60,90,31,12
60,90,31,12
60,90,31,12
60,90,31,12
60,90,31,12
61,90,31,11
61,90,31,11
61,90,31,11
61,90,31,11
61,90,31,11
60,92,31,10
61,92,30,10
60,92,30,11
60,92,30,11
60,92,30,11
60,92,31,10
59,93,31,10
59,93,31,10
59,93,31,10
59,93,31,10
59,93,31,10
60,93,31,9
60,93,31,9
60,93,31,9
60,93,31,9
60,93,31,9
61,93,30,9
61,93,30,9
61,93,30,9
61,93,30,9
61,93,30,9
61,93,30,9
61,93,30,9
62,93,30,8
61,93,30,9
61,93,30,9
60,93,30,10
60,93,30,10
60,93,30,10
60,94,30,9
60,94,30,9
60,94,30,9
60,94,30,9
60,94,30,9
60,94,30,9
60,95,29,9
60,95,29,9
60,95,29,9
60,95,29,9
60,95,29,9
60,95,30,8
60,95,30,8
60,95,30,8
60,95,30,8
60,95,30,8
59,97,30,7
58,98,30,7
57,98,31,7
57,98,31,7
57,98,31,7
57,98,31,7
57,98,31,7
58,99,31,5
58,99,31,5
58,99,31,5
58,99,31,5
58,99,31,5
58,100,31,4
58,100,31,4
57,101,31,4
57,101,31,4
57,101,31,4
57,101,31,4
57,101,31,4
55,103,31,4
54,104,31,4
54,104,31,4
54,104,31,4
54,104,31,4
53,105,31,4
54,105,31,3
54,105,31,3
54,106,31,2
54,106,31,2
53,107,31,2
53,107,31,2
53,107,31,2
53,107,31,2
53,107,31,2
53,107,31,2
53,107,31,2
53,107,31,2
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
53,108,31,1
54,108,30,1
54,108,30,1
54,108,30,1
54,108,30,1
54,108,30,1
54,108,30,1
54,108,30,1
54,108,30,1
54,108,30,1
54,108,30,1
55,108,30,0
55,108,30,0
55,108,30,0
55,108,30,0
54,109,30,0
54,109,30,0
54,109,30,0
54,109,30,0
54,109,30,0
54,109,30,0
54,109,30,0
54,109,30,0
54,109,30,0
